SIC_Section,SIC_Codes,id,name,pointx_class,classname,postcode,M,IC,PST,AER,lon,lat
"Professional, Scientific and Technical Activities",7410,5533,B M Bijoux,2140214,Design Services,W1S 2RN,0,0,1,0,-0.14354608,51.5116691
"Professional, Scientific and Technical Activities",7410,5573,Elizabeth Gage,2140214,Design Services,SW1X 8JA,0,0,1,0,-0.156521868,51.49868177
"Professional, Scientific and Technical Activities",7410,6059,Landor,2140214,Design Services,SW1X 7NW,0,0,1,0,-0.162928782,51.5009405
"Professional, Scientific and Technical Activities",7410,6179,Identity,2140214,Design Services,W1W 8SU,0,0,1,0,-0.139199507,51.51683386
"Professional, Scientific and Technical Activities",7410,6181,Jane Churchill Interiors,2140214,Design Services,SW1W 8PH,0,0,1,0,-0.153940337,51.49018819
"Professional, Scientific and Technical Activities",7410,6185,Connaught Kitchens Ltd,2140214,Design Services,W2 2BS,0,0,1,0,-0.164935835,51.51482036
"Professional, Scientific and Technical Activities",7410,6187,Sarah Bunting London,2140214,Design Services,W9,0,0,1,0,-0.198516693,51.52980075
"Professional, Scientific and Technical Activities",7410,6194,Eliska Design Associates Ltd,2140214,Design Services,W1H 6LH,0,0,1,0,-0.155546791,51.51640863
"Professional, Scientific and Technical Activities",7410,6199,Publicispoke,2140214,Design Services,W1U 6AE,0,0,1,0,-0.156153524,51.51994323
"Professional, Scientific and Technical Activities",7410,6207,Designspace London,2140214,Design Services,W1U 3RZ,0,0,1,0,-0.153498805,51.51572895
"Professional, Scientific and Technical Activities",7410,6209,Roundhouse Design Ltd,2140214,Design Services,W1U 1PE,0,0,1,0,-0.146820455,51.51656784
"Professional, Scientific and Technical Activities",7410,6210,Dragon Rouge,2140214,Design Services,W2 3EN,0,0,1,0,-0.179817176,51.5131818
"Professional, Scientific and Technical Activities",7410,6211,Perfect Day,2140214,Design Services,W1F 8DZ,0,0,1,0,-0.136566673,51.51459789
"Professional, Scientific and Technical Activities",7410,6218,Living Interiors,2140214,Design Services,SW1W 0NZ,0,0,1,0,-0.147487575,51.49514923
"Professional, Scientific and Technical Activities",7410,6221,Oliver Laws,2140214,Design Services,W1S 2YP,0,0,1,0,-0.141866277,51.51186731
"Professional, Scientific and Technical Activities",7410,6223,Butcher & Gundersen,2140214,Design Services,SW1H 0HW,0,0,1,0,-0.135006377,51.49739737
"Professional, Scientific and Technical Activities",7410,6227,Underscore,2140214,Design Services,W1D 1LL,0,0,1,0,-0.135333227,51.51621492
"Professional, Scientific and Technical Activities",7410,6237,Winkreative Ltd,2140214,Design Services,W1U 4EG,0,0,1,0,-0.154678164,51.52003423
"Professional, Scientific and Technical Activities",7410,6243,Bellhouse & Co,2140214,Design Services,W10 4QH,0,0,1,0,-0.210491335,51.52885099
"Professional, Scientific and Technical Activities",7410,6246,Brandme,2140214,Design Services,WC2E 9BT,0,0,1,0,-0.126577418,51.51182193
"Professional, Scientific and Technical Activities",7410,6249,Chelsea Textiles Ltd,2140214,Design Services,SW1W 8LP,0,0,1,0,-0.153340184,51.49078124
"Professional, Scientific and Technical Activities",7410,6254,Kassis Interiors,2140214,Design Services,NW8 9QX,0,0,1,0,-0.180848876,51.52960903
"Professional, Scientific and Technical Activities",7410,6256,Nicholas Haslam,2140214,Design Services,SW1W 8UN,0,0,1,0,-0.153174204,51.49096747
"Professional, Scientific and Technical Activities",7410,6257,Pemberton & Whitefoord LLP,2140214,Design Services,NW1 6EU,0,0,1,0,-0.162737382,51.52396725
"Professional, Scientific and Technical Activities",7410,6258,Thin Air,2140214,Design Services,W1W 8QJ,0,0,1,0,-0.140591166,51.5159297
"Professional, Scientific and Technical Activities",7410,6337,Hirsch Bedner Associates,2140214,Design Services,W2 5RH,0,0,1,0,-0.190478715,51.5158107
"Professional, Scientific and Technical Activities",7410,6360,Springetts Brand Design Consultants Ltd,2140214,Design Services,W1H 1FJ,0,0,1,0,-0.160294398,51.52091649
"Professional, Scientific and Technical Activities",7410,6447,Hyde Park Bathrooms & Kitchens,2140214,Design Services,W1U 3ER,0,0,1,0,-0.155426728,51.51795345
"Professional, Scientific and Technical Activities",7410,6491,Pearlfisher,2140214,Design Services,W2 4XW,0,0,1,0,-0.19130985,51.51218428
"Professional, Scientific and Technical Activities",7410,6735,Blue Goose,2140214,Design Services,W1W 6SS,0,0,1,0,-0.141097632,51.52012823
"Professional, Scientific and Technical Activities",7410,7114,Robert Kime Ltd,2140214,Design Services,SW1W 8UP,0,0,1,0,-0.152866998,51.49115507
"Professional, Scientific and Technical Activities",7410,7270,Louise Jones Interiors,2140214,Design Services,SW1W 9TR,0,0,1,0,-0.147671242,51.49346153
"Professional, Scientific and Technical Activities",7410,7272,Ginkgo Landscape Contractors,2140214,Design Services,SW1V 1TE,0,0,1,0,-0.139183283,51.49353398
"Professional, Scientific and Technical Activities",7410,7481,Promemoria,2140214,Design Services,SW1W 8PH,0,0,1,0,-0.154526321,51.48994563
"Professional, Scientific and Technical Activities",7410,7538,Baluba,2140214,Design Services,W1W 6RD,0,0,1,0,-0.141130931,51.51931044
"Professional, Scientific and Technical Activities",7410,7584,Sport Concepts,2140214,Design Services,W1J 9HF,0,0,1,0,-0.135538003,51.50929394
"Professional, Scientific and Technical Activities",7410,7726,Space Cucina,2140214,Design Services,W1H 4PD,0,0,1,0,-0.163383152,51.51938222
"Professional, Scientific and Technical Activities",7410,7775,Shed,2140214,Design Services,W1D 3BW,0,0,1,0,-0.133780261,51.51471545
"Professional, Scientific and Technical Activities",7410,7816,Fiona Barratt Interiors Ltd,2140214,Design Services,SW1W 8LS,0,0,1,0,-0.154611486,51.49033365
"Professional, Scientific and Technical Activities",7410,7974,Three Rivers London Ltd,2140214,Design Services,W1S 1BN,0,0,1,0,-0.14475974,51.51428893
"Professional, Scientific and Technical Activities",7410,8047,Construct London,2140214,Design Services,WC2R 1LA,0,0,1,0,-0.117977957,51.51101881
"Professional, Scientific and Technical Activities",7410,8357,Glazier Design,2140214,Design Services,W1F 0JL,0,0,1,0,-0.135249667,51.5129673
"Professional, Scientific and Technical Activities",7410,8406,Spinocchia Freund,2140214,Design Services,W2 1BE,0,0,1,0,-0.175801589,51.51936109
"Professional, Scientific and Technical Activities",7410,8408,Trevi Interiors Ltd,2140214,Design Services,W2 2AA,0,0,1,0,-0.167576017,51.51439402
"Professional, Scientific and Technical Activities",7410,8463,Tapestry M M Ltd,2140214,Design Services,W1D 4SH,0,0,1,0,-0.132018134,51.51371621
"Professional, Scientific and Technical Activities",7410,8477,The Chase Creative Consultancy,2140214,Design Services,W1F 7RP,0,0,1,0,-0.138953212,51.51368257
"Professional, Scientific and Technical Activities",7410,8584,Yoo,2140214,Design Services,W1U 2FA,0,0,1,0,-0.149744111,51.51733339
"Professional, Scientific and Technical Activities",7410,8592,Griffin London,2140214,Design Services,W1K 5RR,0,0,1,0,-0.148363614,51.51405633
"Professional, Scientific and Technical Activities",7410,8679,Benchmarx Kitchens and Joinery,2140214,Design Services,W2 6NA,0,0,1,0,-0.178609909,51.51960166
"Professional, Scientific and Technical Activities",7410,8696,Benchmarx Kitchens and Joinery,2140214,Design Services,SW1W 8NF,0,0,1,0,-0.153042,51.49031793
"Professional, Scientific and Technical Activities",7410,9145,Sollands Ltd,2140214,Design Services,W1K 2QP,0,0,1,0,-0.151905533,51.50915732
"Professional, Scientific and Technical Activities",7410,9232,Michael Reeves Design,2140214,Design Services,SW1W 8LJ,0,0,1,0,-0.152213318,51.49086241
"Professional, Scientific and Technical Activities",7410,9504,Couture Brands Ltd,2140214,Design Services,SW1W 9TB,0,0,1,0,-0.149245608,51.49086957
"Professional, Scientific and Technical Activities",7410,9605,Outform Ltd,2140214,Design Services,W1W 8RS,0,0,1,0,-0.140854488,51.51689607
"Professional, Scientific and Technical Activities",7410,9667,Corporate P R M,2140214,Design Services,W1J 9HF,0,0,1,0,-0.135538003,51.50929394
"Professional, Scientific and Technical Activities",7410,9679,Tracey Neuls,2140214,Design Services,W1U 2PW,0,0,1,0,-0.150420328,51.51665164
"Professional, Scientific and Technical Activities",7410,9740,Home Run Services Ltd,2140214,Design Services,W1B,0,0,1,0,-0.145448655,51.52017912
"Professional, Scientific and Technical Activities",7410,9779,Crombie,2140214,Design Services,W1S 2YR,0,0,1,0,-0.141806839,51.51191133
"Professional, Scientific and Technical Activities",7410,9783,Argent Design Ltd,2140214,Design Services,SW1W 9SA,0,0,1,0,-0.147532565,51.49368416
"Professional, Scientific and Technical Activities",7410,9788,Poggenpohl,2140214,Design Services,W1U 3RT,0,0,1,0,-0.153062698,51.515821
"Professional, Scientific and Technical Activities",7410,9872,Plain English,2140214,Design Services,W1U 4BZ,0,0,1,0,-0.153456337,51.51856092
"Professional, Scientific and Technical Activities",7410,9963,Intelligent Work Space Ltd,2140214,Design Services,W1T 3JF,0,0,1,0,-0.138375791,51.51819484
"Professional, Scientific and Technical Activities",7410,10174,John Stefanidis Brands Ltd,2140214,Design Services,SW1W 8UP,0,0,1,0,-0.152415311,51.49156701
"Professional, Scientific and Technical Activities",7410,10220,Ashley Carter Consultants Ltd,2140214,Design Services,W1T 1JU,0,0,1,0,-0.13336368,51.51644438
"Professional, Scientific and Technical Activities",7410,10247,Pringle of Scotland,2140214,Design Services,SW1P 2PN,0,0,1,0,-0.132572439,51.49385155
"Professional, Scientific and Technical Activities",7410,10254,Nicholas Anthony,2140214,Design Services,W1U 2RY,0,0,1,0,-0.148503519,51.51664837
"Professional, Scientific and Technical Activities",7410,10306,Living in Space,2140214,Design Services,NW8 9JH,0,0,1,0,-0.175062341,51.53118275
"Professional, Scientific and Technical Activities",7410,10317,Urban Living Interiors,2140214,Design Services,W1W 7LT,0,0,1,0,-0.142404836,51.51846735
"Professional, Scientific and Technical Activities",7410,10357,Halcyon Interiors Ltd,2140214,Design Services,W1U 3RU,0,0,1,0,-0.153062698,51.515821
"Professional, Scientific and Technical Activities",7410,10467,Bluebottle,2140214,Design Services,W1D 3RS,0,0,1,0,-0.133156884,51.51480445
"Professional, Scientific and Technical Activities",7410,10508,Cocovara,2140214,Design Services,SW1X 8JU,0,0,1,0,-0.156616023,51.49920481
"Professional, Scientific and Technical Activities",7410,10634,Keir Townsend,2140214,Design Services,W1J 5AP,0,0,1,0,-0.146622182,51.5093797
"Professional, Scientific and Technical Activities",7410,10655,1508 London,2140214,Design Services,SW1P 1AE,0,0,1,0,-0.137434659,51.4964261
"Professional, Scientific and Technical Activities",7410,10692,Hotel Creative,2140214,Design Services,W1W 8DE,0,0,1,0,-0.138076739,51.51679806
"Professional, Scientific and Technical Activities",7410,10806,Marc Newson Ltd,2140214,Design Services,SW1P 1BB,0,0,1,0,-0.137437428,51.49642884
"Professional, Scientific and Technical Activities",7410,10883,Secret Cape Ltd,2140214,Design Services,W1K 5DU,0,0,1,0,-0.148107073,51.51291922
"Professional, Scientific and Technical Activities",7410,11049,Isabel Marant,2140214,Design Services,W1J 6QP,0,0,1,0,-0.144735137,51.51077967
"Professional, Scientific and Technical Activities",7410,11129,Martin Moore & Company,2140214,Design Services,W11 2RW,0,0,1,0,-0.198676052,51.51480383
"Professional, Scientific and Technical Activities",7410,11177,Your Personal Jeweller,2140214,Design Services,W1G 0EF,0,0,1,0,-0.147597039,51.51621951
"Professional, Scientific and Technical Activities",7410,11214,Mad About Design Ltd,2140214,Design Services,W1W 7TL,0,0,1,0,-0.140231492,51.51909835
"Professional, Scientific and Technical Activities",7410,11218,Amanda Bond Design,2140214,Design Services,W1K 3RF,0,0,1,0,-0.148607266,51.51053511
"Professional, Scientific and Technical Activities",7410,11224,Icoex,2140214,Design Services,W1W 7LR,0,0,1,0,-0.14210147,51.51812982
"Professional, Scientific and Technical Activities",7410,11259,The Gild,2140214,Design Services,W1W 8BU,0,0,1,0,-0.140687628,51.51710026
"Professional, Scientific and Technical Activities",7410,11433,High End Kitchen,2140214,Design Services,W9 2DU,0,0,1,0,-0.194528777,51.52346273
"Professional, Scientific and Technical Activities",7410,11459,West Seventy Nine,2140214,Design Services,W9 3AA,0,0,1,0,-0.204235331,51.52820505
"Professional, Scientific and Technical Activities",7410,11493,M2 Commercial Interiors Ltd,2140214,Design Services,W1B 5TF,0,0,1,0,-0.139105917,51.51205735
"Professional, Scientific and Technical Activities",7410,11494,Roselind Wilson Design,2140214,Design Services,W9 2JQ,0,0,1,0,-0.186109638,51.52311702
"Professional, Scientific and Technical Activities",7410,11642,Boffi Depadova Wigmore,2140214,Design Services,W1U 1PN,0,0,1,0,-0.147678303,51.51638355
"Professional, Scientific and Technical Activities",7410,11763,Design House,2140214,Design Services,WC2B 4HN,0,0,1,0,-0.115995604,51.51365777
"Professional, Scientific and Technical Activities",7410,11821,& Agency,2140214,Design Services,W1W 7LT,0,0,1,0,-0.142404836,51.51846735
"Professional, Scientific and Technical Activities",7410,11847,Gaudium Projects,2140214,Design Services,W2 6HR,0,0,1,0,-0.182089749,51.51655325
"Professional, Scientific and Technical Activities",7410,11994,The Room Co,2140214,Design Services,W1H 2ND,0,0,1,0,-0.161814227,51.51682176
"Professional, Scientific and Technical Activities",7410,12023,Ann Green,2140214,Design Services,NW8 8HX,0,0,1,0,-0.176380366,51.52525924
"Professional, Scientific and Technical Activities",7410,12056,Not Another Design Agency,2140214,Design Services,W1W 7LT,0,0,1,0,-0.142404836,51.51846735
"Professional, Scientific and Technical Activities",7410,12066,Cadeuro,2140214,Design Services,W1W 6RW,0,0,1,0,-0.141429175,51.51977379
"Professional, Scientific and Technical Activities",7410,12120,Nine United Studio UK Ltd,2140214,Design Services,SW1H 9AB,0,0,1,0,-0.133703237,51.50073085
"Professional, Scientific and Technical Activities",7410,12181,Muse Yard London,2140214,Design Services,W2 5PX,0,0,1,0,-0.189547152,51.51789516
"Professional, Scientific and Technical Activities",7410,12191,Gabriela Caldas Interior Designs,2140214,Design Services,W2 6DA,0,0,1,0,-0.18264053,51.51401332
"Professional, Scientific and Technical Activities",7410,12209,Ren,2140214,Design Services,SW1W 8EX,0,0,1,0,-0.15553907,51.4944758
"Professional, Scientific and Technical Activities",7410,12223,Hart D'lacey,2140214,Design Services,WC2N 4ER,0,0,1,0,-0.126744957,51.51019696
"Professional, Scientific and Technical Activities",7410,12244,Simo,2140214,Design Services,W9 2HE,0,0,1,0,-0.1923045,51.52357235
"Professional, Scientific and Technical Activities",7410,12245,Joyce Wang Studio,2140214,Design Services,W1W 7NL,0,0,1,0,-0.141678735,51.51824632
"Professional, Scientific and Technical Activities",7410,12256,Hero Creative,2140214,Design Services,WC2E 7PB,0,0,1,0,-0.119930609,51.51224613
"Professional, Scientific and Technical Activities",7410,12336,This Way Up Design,2140214,Design Services,W1U 6HH,0,0,1,0,-0.158297161,51.51932945
"Professional, Scientific and Technical Activities",7410,12407,Sibling & Co Ltd,2140214,Design Services,W1W 8DD,0,0,1,0,-0.137989583,51.51681466
"Professional, Scientific and Technical Activities",7410,12830,Mazzullo Russell Landscape Design,2140214,Design Services,SW1V 2LW,0,0,1,0,-0.139292215,51.49156635
"Professional, Scientific and Technical Activities",7410,12863,Maria Grachvogel London,2140214,Design Services,W1K 5SA,0,0,1,0,-0.147981657,51.51387944
"Professional, Scientific and Technical Activities",7410,13083,D S E Group,2140214,Design Services,W2 3QH,0,0,1,0,-0.178593865,51.51241644
"Professional, Scientific and Technical Activities",7410,13121,Dashing Tweeds Ltd,2140214,Design Services,W1U 7ND,0,0,1,0,-0.155495735,51.51945628
"Professional, Scientific and Technical Activities",7410,13252,Sera of London Ltd,2140214,Design Services,W9 1BG,0,0,1,0,-0.181784717,51.52674596
